,id,contains index,contains annotations,volume count,volumes,unenumed volumes
46,5f4d7e5873c34535ae319a471b66c99e,Yes,No,0.0,,
47,c76b908fca584c1497bba45f5a89fe28,No,No,0.0,,
48,6dca2137df634129a30956c833da52b4,No,Yes,1.0,"OrderedDict([('v001', ['yigchung', 'author', 'book_number', 'sub_title', 'citation', 'book_title', 'tsawa', 'chapter', 'sabche'])])","OrderedDict([('v001', [])])"
49,62a112d5d999447595c4abe31b2fc079,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
50,32b530fdea9a420d859f4120144b6ee0,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
51,2d86d3d1321a4aaab0a911cf71555232,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
52,64e9f328a0fc404eab2c148f11089ff1,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
53,131f13ebd19f466882f1891cf7b2229f,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
54,7ba0bf2e57274a0db6ed18369e6bda09,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
55,97cc7228fba84c8ba5d6966ef3fa9584,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
56,ab2bc92539684f72a765ceda84ed4950,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
57,ad83a0f95d49419296bef4e3032da88a,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
58,4e15e872157e4da081501fa7cc5b4a27,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
59,2cef1fe36f0f4a909624ca64dcfcb2cc,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
60,4d329c1a2a3e40dcac5e6103dccef5d5,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
61,057e24c08e3647afb942ecf740a068e9,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
62,f2355414f0dc4bcc98c6d07b5d0fe7e9,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
63,34cccff7e5c94adeaf9999cb31f4210f,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
64,1a9323f56a3648a096b0c66b7b8bab13,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
65,e56fd429c29b4b55b538135b6f6c8ff2,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
66,813d6be3d50546d0843bc7ed7a659bd9,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
67,fa92257084d04b74b869f09151805ce9,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
68,0a9226ae9dee4b3fb57d860e72e5fa40,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
69,b0bcf2fb39864d498d144b38af116cd5,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
70,524c65492d5f4de98d69f91a28031b40,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
71,0bd6f70e99014aaab3905f98d3d761b5,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
72,27cb36b7e78b4be0a325a43420ecd05e,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
73,f84fa6fc76644ca196cde11a9d1fa6b6,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
74,6e4a4e61f87748f79a2f0dac0f09c55c,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
75,387af8ea2901481c82404803e44ed89c,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
76,e37ce03d8bdd4e8284cf90f291a585e9,No,Yes,1.0,"OrderedDict([('0001', ['segment'])])","OrderedDict([('0001', [])])"
